"name"	"taxRank"	"taxID"	"Max"	"K1.cladeReads"	"K2.cladeReads"	"W1.cladeReads"	"Max.1"	"K1.cladeReads.."	"K2.cladeReads.."	"W1.cladeReads.."	"Max.2"	"K1.cladeReads.rank"	"K2.cladeReads.rank"	"W1.cladeReads.rank"	"Max.3"	"K1.cladeReads.z.score"	"K2.cladeReads.z.score"	"W1.cladeReads.z.score"	"Max.4"	"K1.cladeReads...z.score"	"K2.cladeReads...z.score"	"W1.cladeReads...z.score"	"lineage"
"Sporolactobacillus"	"G"	2077	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Sporolactobacillaceae"
"Laceyella"	"G"	292635	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Thermoactinomycetaceae"
"Anoxybacillus"	"G"	150247	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacilli>Bacillales>Anoxybacillaceae"
"Selenobaculum"	"G"	3074372	30	NA	30	NA	0.005353	NA	0.005353	NA	57.5	NA	57.5	NA	30	NA	30	NA	5.353	NA	5.353	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Selenomonadales>Selenomonadaceae"
"Pectinatus"	"G"	864	2	NA	1	2	0.000784	NA	0.0001784	0.000784	259	NA	263.5	259	0.6745	NA	NA	0.6745	0.6056	NA	NA	0.6056	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Selenomonadales>Selenomonadaceae"
"Megamonas"	"G"	158846	1	NA	1	1	0.000392	NA	0.0001784	0.000392	263.5	NA	263.5	428.5	NA	NA	NA	NA	0.2136	NA	NA	0.2136	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Selenomonadales>Selenomonadaceae"
"Sporomusa"	"G"	2375	2	NA	1	2	0.000784	NA	0.0001784	0.000784	259	NA	263.5	259	0.6745	NA	NA	0.6745	0.6056	NA	NA	0.6056	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Negativicutes>Selenomonadales>Sporomusaceae"
"Helcococcus"	"G"	31983	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae"
"Murdochiella"	"G"	1161127	4	NA	1	4	0.001568	NA	0.0001784	0.001568	167.5	NA	263.5	167.5	2.023	NA	NA	2.023	1.39	NA	NA	1.39	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Peptoniphilaceae"
"Acidilutibacter"	"G"	2992720	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellales>Acidilutibacteraceae"
"Ezakiella"	"G"	1582879	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Tissierellia>Tissierellia&nbsp;incertae&nbsp;sedis"
"Caldicellulosiruptor"	"G"	44000	2	NA	1	2	0.000784	NA	0.0001784	0.000784	259	NA	263.5	259	0.6745	NA	NA	0.6745	0.6056	NA	NA	0.6056	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Bacillota&nbsp;incertae&nbsp;sedis>Caldicellulosiruptorales>Caldicellulosiruptoraceae"
"Actinoplanes"	"G"	1865	4	NA	4	1	0.0007137	NA	0.0007137	0.000392	120	NA	120	428.5	2.023	NA	2.023	NA	0.3217	NA	0.3217	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae"
"Micromonospora"	"G"	1873	2	NA	2	1	0.000392	NA	0.0003569	0.000392	166	NA	166	428.5	0.6745	NA	0.6745	NA	0.0351	NA	NA	0.0351	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae"
"Solwaraspora"	"G"	265431	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micromonosporales>Micromonosporaceae"
"Embleya"	"G"	2699295	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Kitasatosporales>Streptomycetaceae"
"Arcanobacterium"	"G"	28263	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Actinomycetales>Actinomycetaceae"
"Gulosibacter"	"G"	256818	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Propioniciclava"	"G"	1085622	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Actinomycetes>Propionibacteriales>Propionibacteriaceae"
"Eggerthella"	"G"	84111	20	NA	20	2	0.003569	NA	0.003569	0.000784	63	NA	63	259	6.07	NA	6.07	NA	2.396	NA	2.396	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Actinomycetota>Coriobacteriia>Eggerthellales>Eggerthellaceae"
"Mycoplasmopsis"	"G"	2767358	5	NA	1	5	0.00196	NA	0.0001784	0.00196	139.5	NA	263.5	139.5	2.698	NA	NA	2.698	1.782	NA	NA	1.782	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mycoplasmoidales>Metamycoplasmataceae"
"Mycoplasma"	"G"	2093	6	NA	1	6	0.002352	NA	0.0001784	0.002352	125.5	NA	263.5	125.5	3.372	NA	NA	3.372	2.174	NA	NA	2.174	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Mycoplasmatales>Mycoplasmataceae"
"Mesoplasma"	"G"	46239	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Mycoplasmatota>Mollicutes>Entomoplasmatales>Entomoplasmataceae"
"Anabaena"	"G"	1163	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Nostocaceae"
"Nostoc"	"G"	1177	5	NA	1	5	0.00196	NA	0.0001784	0.00196	139.5	NA	263.5	139.5	2.698	NA	NA	2.698	1.782	NA	NA	1.782	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Nostocales>Nostocaceae"
"Halothece"	"G"	76023	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Oscillatoriophycideae>Chroococcales>Halothecacae>Halothece&nbsp;cluster"
"Altericista"	"G"	2855430	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Cyanobacteriota/Melainabacteria&nbsp;group>Cyanobacteriota>Cyanophyceae>Synechococcales>Synechococcales&nbsp;incertae&nbsp;sedis"
"Ilyobacter"	"G"	167639	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriati>Fusobacteriota>Fusobacteriia>Fusobacteriales>Fusobacteriaceae"
"Sebaldella"	"G"	32068	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Bacteria>Fusobacteriati>Fusobacteriota>Fusobacteriia>Fusobacteriales>Leptotrichiaceae"
"Thermotoga"	"G"	2335	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Bacteria>Thermotogati>Thermotogota>Thermotogae>Thermotogales>Thermotogaceae"
"Methanosarcina"	"G"	2207	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae"
"Methanolobus"	"G"	2220	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanosarcinales>Methanosarcinaceae"
"Methanothrix"	"G"	2222	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Methanomicrobia>Methanotrichales>Methanotrichaceae"
"Halobacterium"	"G"	2239	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Halobacteriaceae"
"Halorubrum"	"G"	56688	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Stenosarchaea&nbsp;group>Halobacteria>Halobacteriales>Haloferacaceae"
"Methanococcus"	"G"	2184	2	NA	2	NA	0.0003569	NA	0.0003569	NA	166	NA	166	NA	2	NA	2	NA	0.3569	NA	0.3569	NA	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Methanomada&nbsp;group>Methanococci>Methanococcales>Methanococcaceae"
"Methanosphaera"	"G"	2316	2	NA	1	2	0.000784	NA	0.0001784	0.000784	259	NA	263.5	259	0.6745	NA	NA	0.6745	0.6056	NA	NA	0.6056	"cellular&nbsp;organisms>Archaea>Methanobacteriati>Methanobacteriota>Methanomada&nbsp;group>Methanobacteria>Methanobacteriales>Methanobacteriaceae"
"Candidatus Lokiarchaeum"	"G"	1655637	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"cellular&nbsp;organisms>Archaea>Promethearchaeati>Promethearchaeota>Promethearchaeia>Promethearchaeales>Promethearchaeaceae"
"Jahgtovirus"	"G"	2948767	1194	NA	1194	NA	0.213	NA	0.213	NA	17	NA	17	NA	1194	NA	1194	NA	213	NA	213	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Intestiviridae>Churivirinae"
"Carjivirus"	"G"	2948652	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Intestiviridae>Crudevirinae"
"Afonbuvirus"	"G"	2942989	540	NA	540	24	0.09635	NA	0.09635	0.009409	25	NA	25	67.5	14.5	NA	14.5	NA	6.232	NA	6.232	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Suoliviridae>Bearivirinae"
"Buchavirus"	"G"	2942994	68	NA	68	NA	0.01213	NA	0.01213	NA	44	NA	44	NA	68	NA	68	NA	12.13	NA	12.13	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Crassvirales>Suoliviridae>Loutivirinae"
"Moineauvirus"	"G"	1623304	6	NA	6	NA	0.001071	NA	0.001071	NA	96	NA	96	NA	6	NA	6	NA	1.071	NA	1.071	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes>Aliceevansviridae"
"Alcyoneusvirus"	"G"	2560086	1	NA	1	NA	0.0001784	NA	0.0001784	NA	263.5	NA	263.5	NA	1	NA	1	NA	0.1784	NA	0.1784	NA	"Viruses>Duplodnaviria>Heunggongvirae>Uroviricota>Caudoviricetes"
"Tannerella"	"G"	195950	9	NA	NA	9	0.003528	NA	NA	0.003528	98	NA	NA	98	9	NA	NA	9	3.528	NA	NA	3.528	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Tannerellaceae"
"Acetobacteroides"	"G"	1647173	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Rikenellaceae"
"Xylanibacter"	"G"	558436	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Prevotellaceae"
"Sodaliphilus"	"G"	2815786	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Muribaculaceae"
"Dysgonomonas"	"G"	156973	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Candidatus Azobacteroides"	"G"	511434	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Bacteroidales>Bacteroidales&nbsp;incertae&nbsp;sedis"
"Mangrovibacterium"	"G"	1573808	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae"
"Aquipluma"	"G"	2792393	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Prolixibacteraceae"
"Labilibaculum"	"G"	2060722	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinifilaceae"
"Xiashengella"	"G"	3129724	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Bacteroidia>Marinilabiliales>Marinilabiliaceae"
"Pseudotamlana"	"G"	3400368	7	NA	NA	7	0.002744	NA	NA	0.002744	114.5	NA	NA	114.5	7	NA	NA	7	2.744	NA	NA	2.744	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flagellimonas"	"G"	444459	5	NA	NA	5	0.00196	NA	NA	0.00196	139.5	NA	NA	139.5	5	NA	NA	5	1.96	NA	NA	1.96	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Arenibacter"	"G"	178469	5	NA	NA	5	0.00196	NA	NA	0.00196	139.5	NA	NA	139.5	5	NA	NA	5	1.96	NA	NA	1.96	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Amniculibacterium"	"G"	2715289	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Muriicola"	"G"	762641	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Mesoflavibacter"	"G"	444051	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Mariniflexile"	"G"	527198	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Aquimarina"	"G"	290174	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Antarcticibacterium"	"G"	2058174	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Leeuwenhoekiella"	"G"	283735	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Seonamhaeicola"	"G"	1649495	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Thalassobellus"	"G"	3400333	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Aequorivita"	"G"	153265	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Salegentibacter"	"G"	143222	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Zobellia"	"G"	112040	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Kaistella"	"G"	2782231	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group"
"Epilithonimonas"	"G"	2782229	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae>Chryseobacterium&nbsp;group"
"Riemerella"	"G"	34084	15	NA	NA	15	0.00588	NA	NA	0.00588	82	NA	NA	82	15	NA	NA	15	5.88	NA	NA	5.88	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae"
"Elizabethkingia"	"G"	308865	9	NA	NA	9	0.003528	NA	NA	0.003528	98	NA	NA	98	9	NA	NA	9	3.528	NA	NA	3.528	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae"
"Cruoricaptor"	"G"	1433995	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Weeksellaceae"
"Ichthyobacterium"	"G"	1755829	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Ichthyobacteriaceae"
"Paracrocinitomix"	"G"	3024544	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Flavobacteriia>Flavobacteriales>Crocinitomicaceae"
"Adhaeribacter"	"G"	299566	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Hymenobacteraceae"
"Tellurirhabdus"	"G"	2674996	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Spirosomataceae"
"Tunicatimonas"	"G"	1077254	4	NA	NA	4	0.001568	NA	NA	0.001568	167.5	NA	NA	167.5	4	NA	NA	4	1.568	NA	NA	1.568	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Catalimonadaceae"
"Algoriphagus"	"G"	246875	3	NA	NA	3	0.001176	NA	NA	0.001176	203.5	NA	NA	203.5	3	NA	NA	3	1.176	NA	NA	1.176	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Chryseolinea"	"G"	1433993	2	NA	NA	2	0.000784	NA	NA	0.000784	259	NA	NA	259	2	NA	NA	2	0.784	NA	NA	0.784	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Fulvivirgaceae"
"Arcticibacterium"	"G"	2173039	1	NA	NA	1	0.000392	NA	NA	0.000392	428.5	NA	NA	428.5	1	NA	NA	1	0.392	NA	NA	0.392	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>FCB&nbsp;group>Bacteroidota/Chlorobiota&nbsp;group>Bacteroidota>Cytophagia>Cytophagales>Leadbetterellaceae"
